activity_daily_movement,activity_high,activity_inactive,activity_score,activity_score_meet_daily_targets,activity_score_move_every_hour,activity_steps,activity_total
4770,0,868,81,95,43,5318,209
3659,0,819,83,78,78,4043,195
7907,0,656,87,78,95,9234,391
15266,3,509,91,78,95,18176,517
17888,0,246,94,78,100,20286,551
6009,0,660,86,78,78,7831,325
11921,3,448,96,95,95,14134,487
12562,1,472,98,100,100,15179,455
4660,0,542,95,100,95,5869,307
5298,0,460,97,100,95,7270,483
17889,5,413,98,100,100,19237,618
12892,0,514,98,100,100,15241,514
13981,2,490,96,100,95,15993,566
12238,1,592,92,100,100,14830,529
15993,0,303,94,100,100,17273,548
5690,0,539,88,100,95,7467,397
3915,0,462,97,100,95,4471,216
11919,2,731,93,100,100,13132,566
12296,1,392,99,100,100,14259,503
6852,0,355,98,100,100,7922,305
13445,0,451,98,100,100,16474,474
6162,0,661,93,100,95,7083,330
5485,1,746,89,95,78,6585,328
15554,4,536,96,100,95,17686,478
8571,0,733,87,100,100,10926,340
1890,0,869,81,100,100,3171,184
13160,1,440,97,100,95,15637,558
11834,4,646,93,100,95,12879,476
9677,0,444,95,100,100,12350,492
13925,1,379,93,100,100,15408,411
7616,0,369,91,100,100,10713,538
8694,0,504,96,100,95,11511,612
9737,1,518,94,100,78,11803,546
8452,1,718,93,100,100,10047,432
6185,1,733,92,100,95,7038,346
10353,2,467,97,100,100,11850,340
7431,1,408,98,100,100,9124,402
8915,2,727,91,100,95,10492,479
3195,0,718,89,100,95,3993,210
2488,0,747,92,100,100,4417,258
12386,4,648,91,95,95,14105,474
15761,7,318,98,95,100,17099,476
6709,1,455,96,95,100,8650,415
1490,0,94,92,78,100,1955,105
7024,0,421,97,95,100,9973,537
4864,0,590,87,78,78,6971,397
15641,0,426,89,78,100,17970,682
8689,0,262,91,95,100,12539,727
8848,0,403,86,100,100,11043,533
12826,2,301,93,100,100,15191,666
6505,0,429,91,100,100,9111,516
13003,0,530,93,100,100,17056,597
8427,0,503,94,100,100,11022,541
5191,0,559,92,100,100,7669,397
13352,0,335,96,100,100,15535,576
7934,0,473,97,100,100,10544,486
8984,0,550,93,100,100,11985,562
8138,0,487,94,100,100,11279,483
5772,0,546,93,100,100,7958,421
6337,1,605,88,95,100,9206,501
4899,0,563,89,100,100,7727,466
4198,0,672,76,78,100,6476,394
6617,0,588,77,78,95,8403,438
6110,0,494,77,78,100,8733,527
5710,0,532,72,78,100,7723,441
9315,1,446,76,78,100,12352,571
12064,2,598,86,78,100,15559,549
4883,0,559,88,95,95,7323,412
8680,2,537,91,95,100,11076,493
6033,0,473,93,95,100,8491,453
11404,0,478,97,100,100,15519,422
13206,0,556,97,100,100,17881,484
11423,1,629,93,95,100,14109,389
4616,0,578,94,95,100,6632,395
2956,0,525,90,78,100,4323,266
6590,0,492,85,60,100,9729,502
6758,2,522,82,60,100,9547,476
6600,0,357,79,60,100,10044,602
4416,0,647,72,60,100,6689,394
4598,0,587,64,43,100,6257,346
3117,1,52,65,43,100,2978,96
8555,3,369,93,78,100,9580,350
9333,8,394,89,60,100,10136,396
10269,10,412,88,60,95,11097,345
7941,4,421,88,60,100,9102,369
11660,12,452,88,60,100,12605,414
8261,2,405,88,60,100,8706,355
11586,5,357,89,60,100,12878,449
7929,1,374,88,60,95,8706,397
8142,6,317,85,43,100,8799,346
7618,4,390,80,25,100,8602,369
4479,0,343,80,25,100,6702,328
8669,5,361,80,25,100,9780,411
8420,6,263,85,43,100,9232,372
12035,6,280,85,43,100,12991,445
9045,3,377,84,43,100,9976,372
11213,8,353,89,60,100,12469,457
7397,2,450,87,60,100,8438,365
7865,0,396,88,60,100,10299,375
7696,4,401,89,60,100,8597,389
1903,0,206,77,25,95,2216,86
8259,3,450,62,1,100,9420,412
7348,3,376,65,1,100,8600,325
7053,4,373,69,1,100,7732,330
8170,4,306,74,1,100,9331,392
7165,4,424,70,1,100,8049,343
6402,4,335,70,1,95,6993,320
4320,0,335,70,1,100,5747,304
10950,10,325,80,25,100,12225,460
4626,1,348,80,25,100,6007,291
7493,5,362,77,25,100,8416,366
8862,3,361,77,25,100,9166,381
10223,7,331,84,43,100,10905,405
7695,4,382,83,43,100,8834,381
12779,12,365,89,60,100,14153,461
8007,4,505,82,43,100,9255,393
2898,1,198,88,60,100,3440,169
7434,4,379,88,60,100,8240,350
8628,3,427,92,78,100,10290,378
9168,7,328,92,78,95,9610,351
8079,2,462,90,78,95,8756,364
10484,6,399,94,95,100,10895,413
8778,6,503,89,95,100,9572,396
3281,1,539,85,95,95,3955,180
8899,5,338,98,100,100,9755,391
9483,4,391,98,100,100,10039,375
7811,5,380,97,95,100,8903,385
8454,4,524,96,100,95,9529,385
7039,4,424,96,95,100,7891,329
8974,9,384,93,78,100,9602,344
7506,3,304,86,60,100,8703,365
5656,2,391,77,43,100,6777,299
6855,6,422,76,25,100,7400,310
7106,5,451,69,1,95,8217,346
7735,2,476,69,1,100,9036,382
6751,5,404,71,25,100,7511,312
7645,3,358,76,25,100,8565,359
5340,2,418,71,25,95,6602,318
6166,5,444,72,25,100,7331,302
8726,3,331,68,1,100,9591,351
3848,0,505,64,1,100,4947,224
7129,4,387,70,1,100,7806,329
7136,5,438,67,1,100,7915,335
6132,6,402,63,1,100,7000,304
2343,2,578,58,1,95,3044,176
6974,3,344,59,1,100,8199,358
5844,5,370,60,1,100,6753,287
6774,5,426,60,1,95,7499,326
7898,3,345,67,1,100,8961,362
6772,1,423,67,1,100,7766,331
4432,3,400,66,1,100,5508,197
6588,4,395,65,1,100,7147,293
8438,6,359,70,1,100,9122,358
11053,5,325,77,25,100,11657,465
8081,2,336,79,25,100,8875,348
7600,3,358,82,43,100,8273,349
7629,4,349,84,43,100,8035,318
6645,2,381,83,43,100,7741,350
8456,4,328,80,25,100,9531,392
7362,3,324,69,1,100,8368,354
7390,3,360,70,1,100,8406,336
6085,3,403,66,1,100,7295,316
8054,4,361,71,1,100,9011,364
4433,1,381,67,1,100,5733,299
7091,2,342,67,1,100,8163,389
6205,4,334,64,1,100,6945,333
4756,1,515,61,1,95,6235,278
4042,1,443,57,1,95,5589,316
25865,3,383,96,100,100,31146,577
13684,0,315,100,100,100,17693,497
27044,8,262,99,100,95,31012,630
22509,8,371,96,100,100,26537,668
16046,10,365,93,100,100,17849,482
15914,6,514,88,100,100,19043,534
12504,0,315,78,100,100,16282,317
22341,13,290,76,100,95,27104,559
15527,0,370,74,100,100,19335,569
9701,8,496,79,100,78,11642,462
15076,1,308,99,100,100,18166,408
25053,11,473,98,100,100,30103,487
20473,2,414,97,100,95,26738,486
22008,6,567,92,100,95,25650,485
14172,0,333,94,100,100,16528,514
16626,5,458,98,100,100,19199,529
25907,14,308,79,100,100,29367,727
18713,0,374,98,100,100,23447,449
12744,0,441,95,100,100,13358,455
12030,0,321,100,100,100,15402,411
24320,12,415,99,100,95,26756,639
18916,2,466,98,100,100,22850,421
21719,2,382,99,100,100,25983,542
17794,6,503,94,100,100,20842,489
16585,1,359,90,100,100,20562,442
23818,5,296,79,100,100,28616,526
12463,0,529,74,100,100,16066,366
26265,15,382,74,100,100,29717,612
12354,0,333,84,100,100,16104,479
20659,7,413,98,100,100,25345,559
11273,0,461,98,100,95,13935,382
22252,1,416,74,100,100,27891,594
16960,5,332,100,100,100,19958,519
17471,4,388,98,100,95,20438,542
7574,4,450,94,100,95,9077,397
25462,7,366,99,100,100,30571,678
20765,4,449,98,100,100,24243,476
20329,0,370,98,100,100,25224,565
23915,2,320,96,100,100,28868,668
23390,5,286,93,100,100,28342,570
14071,1,502,88,100,100,17496,460
15704,5,225,79,100,100,18548,563
12251,4,483,84,100,100,14793,453
14412,0,505,96,100,100,17727,412
23345,12,271,100,100,100,28222,479
17825,1,438,97,100,100,23033,450
21919,10,448,94,100,100,26535,546
17753,0,448,91,100,100,22543,425
18201,4,513,88,100,95,21612,429
26529,15,381,77,100,95,29789,489
19424,0,464,75,100,100,23807,515
25755,11,359,75,100,100,29308,540
19306,4,556,71,100,95,23331,384
15855,0,470,72,100,95,19758,455
21348,2,395,74,100,100,26325,527
19577,3,395,74,100,100,23805,463
10066,0,490,82,100,100,12809,331
19797,1,336,99,100,100,24745,488
11843,1,579,96,100,100,14519,383
5601,7,485,97,100,100,6958,343
11889,14,459,97,100,100,13151,422
16839,18,496,96,100,95,18775,400
16332,1,363,95,100,100,20184,396
13935,3,593,89,100,95,16549,418
16750,0,378,90,100,100,20916,458
19914,21,474,76,100,100,21732,455
9508,0,579,82,100,100,12546,304
15317,2,465,97,100,100,20021,604
10178,0,408,99,100,100,13059,383
13792,0,278,100,100,100,18477,611
18008,13,446,98,100,95,20003,470
10558,0,606,71,100,100,12818,379
4961,6,762,91,95,100,4789,204
4201,3,857,84,78,95,4650,186
3495,4,557,80,60,95,3238,144
7289,21,760,74,43,95,6521,187
4973,18,540,74,25,100,4533,140
3206,1,784,66,25,78,3254,149
3829,5,826,69,25,100,3874,153
6920,11,750,72,25,95,6296,202
6834,21,751,73,25,95,6447,154
6582,21,807,72,25,100,6463,206
10563,3,636,79,43,95,10347,364
7446,15,682,79,43,95,6720,234
4031,0,783,77,43,95,4304,217
13388,14,627,80,43,95,13006,401
5207,3,786,77,43,100,5572,249
7495,14,812,76,43,95,8179,263
2677,1,631,84,60,100,3472,191
6869,7,768,76,43,95,6981,285
8654,14,693,82,60,95,8439,242
1762,0,868,79,60,95,2602,141
5257,12,947,71,43,78,5062,185
1606,0,599,78,43,100,1936,99
3962,12,807,68,25,78,3996,127
9747,2,517,82,43,100,9542,392
6421,2,620,79,43,100,7266,313
10196,0,525,81,43,95,11078,424
7338,13,717,78,43,95,6911,227
16899,8,477,80,43,100,18542,411
10986,2,621,80,43,100,12324,505
5801,1,327,98,95,100,8653,538
3964,0,416,84,60,100,6313,338
4453,0,479,79,60,100,6378,357
4961,0,536,79,78,100,6961,328
3705,0,551,70,60,100,5220,289
9304,15,558,85,60,95,11930,405
3648,5,444,80,43,100,5740,267
6311,5,480,84,60,100,8678,475
6145,4,429,88,78,95,8742,460
7715,1,456,87,95,100,10639,520
3400,1,576,80,95,95,5606,323
4512,2,639,70,78,100,6200,282
5622,9,377,87,78,100,7684,312
2676,1,588,82,78,95,4075,219
4870,2,501,84,78,100,7302,359
6876,6,507,92,95,100,9584,422
7197,1,439,94,95,95,10373,456
4543,5,572,87,78,95,5586,230
8712,11,471,96,95,100,10753,440
4257,0,560,91,95,95,6422,333
3558,0,460,87,78,100,5272,247
5498,0,521,77,78,100,8137,466
4060,0,651,60,43,95,5871,307
3500,1,709,67,78,95,5534,287
4446,0,427,74,78,100,6536,331
2586,0,476,72,78,100,3943,237
6079,1,468,78,95,100,7644,340
5585,0,432,78,95,95,9053,542
2768,0,402,78,95,100,4764,305
5729,0,342,75,78,100,8221,381
4393,1,348,75,78,100,5932,290
3211,0,508,68,60,100,5621,337
6008,0,508,59,25,100,8109,364
5199,0,448,62,25,100,7216,362
5570,0,337,58,1,100,7714,340
2885,0,655,88,78,100,5450,362
6318,1,676,88,78,100,8540,305
8108,2,584,89,78,100,10688,443
6394,0,650,88,78,100,9504,423
6653,1,754,82,60,100,9211,329
6833,0,558,81,60,100,9750,436
4081,1,606,88,78,100,5934,264
2953,0,636,85,78,100,5516,366
7310,0,645,77,60,100,9833,411
8545,1,687,75,60,100,11124,400
7331,1,672,74,60,100,9666,395
5595,0,778,62,43,78,7779,325
3017,0,641,74,60,78,4458,228
2112,0,873,65,60,60,3894,212
3624,2,758,71,60,95,5351,318
4648,0,640,71,60,95,6964,293
5136,0,670,62,43,100,7406,341
6496,0,800,60,43,95,9058,366
4889,0,602,71,43,100,7274,381
3372,0,822,66,43,100,4533,223
1884,0,709,65,43,95,2866,149
8479,0,678,72,60,100,11022,462
4406,0,655,69,60,78,6594,376
7346,0,387,76,60,100,9900,365
7809,0,686,63,43,95,10415,433
6414,0,698,68,60,95,9030,418
4581,0,550,73,78,100,7221,420
4153,0,797,71,78,100,6731,433
9858,1,469,81,78,100,12619,420
6756,0,558,85,95,95,9126,448
7418,0,538,86,95,95,10434,412
4947,0,679,79,78,100,6758,252
4347,2,807,73,78,78,6029,270
2844,0,638,77,78,100,5238,354
3957,0,664,61,43,100,6305,337
5519,1,644,54,25,78,7695,359
4242,0,746,46,1,78,5994,324
6826,1,663,52,1,95,8947,385
7746,1,645,54,1,95,10036,322
5222,0,673,67,25,100,7634,404
6244,0,651,71,43,95,8640,296
5597,0,681,75,43,95,7384,294
3168,0,835,68,43,78,4614,243
4533,0,760,68,43,78,5527,195
6955,4,685,69,43,100,8276,285
6063,1,606,75,43,100,8102,342
4227,0,705,64,25,95,6051,235
7881,0,569,72,25,100,10504,331
6206,0,686,67,25,78,9000,398
6371,1,452,80,43,100,8504,296
4186,1,838,76,43,100,5921,249
4944,0,663,67,25,100,6971,386
5864,0,642,67,25,100,8316,368
7562,0,598,71,43,100,10845,396
9239,0,496,85,60,100,11488,381
7238,6,668,74,43,78,8958,312
4194,0,654,79,43,95,5988,285
2933,0,792,76,43,100,4433,225
5428,0,582,79,43,95,7153,256
7733,0,700,81,60,78,10146,286
6570,0,738,77,43,95,8836,340
5871,0,709,69,25,95,7564,318
2451,0,771,60,25,95,4254,277
2081,0,779,59,25,78,3989,257
878,0,764,59,25,95,1905,119
2290,0,797,56,25,95,3719,224
4833,0,660,44,1,60,5496,177
3049,0,722,48,1,95,4053,190
9357,12,745,65,25,95,10297,262
8029,8,713,51,25,60,9536,303
5058,0,859,57,25,60,6939,233
3418,0,514,71,43,100,6364,428
3533,2,668,72,60,95,4659,225
4663,0,624,73,60,100,7178,415
6527,4,676,75,78,100,8001,316
6198,0,625,82,95,95,8353,310
7428,0,652,75,95,78,9547,367
4855,1,682,73,95,78,6208,298
6551,0,743,74,78,100,8079,313
7760,2,663,75,78,100,9860,424
1653,0,756,66,60,95,3205,214
2679,0,872,52,25,100,5428,363
8505,2,529,66,43,95,11394,434
4039,0,622,71,60,60,5444,157
8939,2,725,84,78,95,11209,218
11094,1,582,94,95,95,13172,341
16601,16,524,93,100,100,18891,512
6932,4,649,89,78,100,9202,181
13349,6,571,93,100,78,15981,277
17141,7,831,88,100,78,21166,307
8569,1,700,90,100,95,10646,220
9185,9,658,88,100,95,11730,413
2426,0,665,93,95,95,3947,206
15250,1,246,99,95,100,17067,546
14087,4,256,99,95,100,15358,472
17267,4,312,98,95,100,19032,563
14857,7,351,96,100,100,16643,632
16669,9,232,94,100,100,17221,609
11062,4,313,91,100,100,11886,447
10241,3,209,88,100,100,11935,560
15734,6,297,77,100,100,17047,569
14719,3,361,75,100,100,15990,548
15003,4,296,75,100,100,16768,602
13283,2,367,75,100,100,14666,535
11388,1,350,75,100,100,12920,449
8444,1,323,84,100,100,9397,405
6079,3,334,84,100,100,7898,405
16850,5,323,99,100,100,18671,586
13349,2,297,99,100,100,16062,524
9599,2,349,99,100,100,10867,437
13870,5,391,96,100,100,15133,510
14505,2,275,94,100,100,16137,534
9806,1,360,90,100,95,10411,436
11788,10,355,78,100,100,11889,463
16636,3,287,77,100,100,17696,590
15298,6,229,75,100,100,16907,617
16327,8,268,75,100,100,18335,698
18947,13,222,75,100,100,20081,714
18366,6,319,75,100,100,18971,680
11100,1,711,78,100,100,13357,499
8537,3,394,84,100,100,9137,396
14989,6,383,99,100,100,16663,650
10562,1,404,99,100,100,10980,470
15540,7,308,99,100,100,17461,604
14346,9,253,96,100,100,15439,520
16539,6,226,94,100,100,17721,566
7763,1,216,91,100,100,10537,518
11393,2,271,100,100,100,11965,356
13414,3,347,99,100,100,14920,560
14079,6,264,99,100,100,15399,517
19540,7,298,96,100,100,21304,654
14300,7,329,93,100,100,15618,551
15090,6,235,91,100,100,16333,557
5330,1,289,88,100,100,5909,246
4259,3,375,98,95,100,4794,233
15465,5,370,98,95,100,16997,575
13870,7,333,98,95,100,15078,484
10028,1,267,98,95,100,11910,429
16668,5,351,95,95,100,18180,543
14023,6,392,92,95,100,15661,589
17785,3,219,91,100,100,19997,792
8224,1,303,88,100,100,10277,510
15809,8,408,99,100,100,16820,612
16440,3,343,99,100,100,17687,660
15029,6,386,98,100,100,16370,532
13905,3,305,96,100,100,15255,550
16587,7,281,94,100,100,17575,619
12559,1,415,90,100,100,14966,495
7818,5,277,88,100,100,7980,354
17138,6,278,77,100,100,18442,602
15529,5,326,75,100,100,17062,537
15592,6,359,75,100,100,17547,636
10241,5,330,84,100,100,11919,498
15801,6,437,74,100,100,17783,506
5306,0,271,84,100,100,6602,351
5483,4,378,99,100,100,5849,262
12837,8,388,99,100,100,13809,444
12444,9,347,100,100,100,14118,567
12268,6,379,99,100,100,14055,460
14082,5,556,93,100,100,15501,608
7988,0,677,88,100,100,10272,545
8513,4,362,99,100,100,10048,487
7671,3,225,100,100,100,8632,404
15346,7,287,100,100,100,16593,584
14690,6,380,99,100,100,16573,586
11237,1,307,99,100,100,12515,506
10210,3,208,97,100,100,12055,424
5460,2,354,93,100,100,7034,357
13311,2,266,100,100,100,15262,485
3679,1,470,96,95,100,5081,281
10908,5,295,98,95,100,12331,449
11396,7,415,97,95,100,13163,547
13749,5,344,97,95,100,15461,570
7356,1,418,94,95,100,8855,385
11448,3,144,100,100,100,12897,410
8800,5,347,100,100,100,9097,391
7599,0,237,99,100,100,8735,452
15551,4,279,100,100,100,18216,759
7136,1,356,99,100,100,8733,444
12375,4,280,100,100,100,14301,515
9953,4,367,99,100,100,10929,424
7482,0,382,98,100,100,8777,345
8586,7,296,100,100,100,9395,381
5157,1,244,100,100,100,5993,294
14901,3,363,99,100,100,17508,538
17470,6,290,100,100,100,19358,552
13408,6,364,99,100,100,14477,538
17083,12,396,98,95,100,18624,740
10719,1,434,98,100,100,12223,584
10363,1,393,99,100,100,11589,543
15833,5,321,100,100,100,17710,575
14929,7,294,100,100,100,17195,606
14791,6,250,99,100,100,15868,548
16067,6,287,97,100,100,17420,534
6543,0,332,93,100,100,8384,300
9619,9,301,100,100,100,11357,434
12825,12,304,99,100,100,13780,480
15192,9,259,99,100,100,16470,586
14896,16,385,95,100,100,16143,517
14241,10,416,93,100,100,15183,535
12989,7,289,100,100,100,15121,436
13008,8,421,98,100,100,13717,470
8271,2,411,98,100,100,9707,443
15669,2,225,100,100,100,18288,695
15012,13,219,100,100,100,15856,693
5500,0,498,96,100,95,7520,432
8659,0,254,100,100,100,10342,445
4972,0,412,98,100,100,6626,354
15637,7,355,99,100,100,17774,619
15476,9,278,100,100,100,16553,617
15424,4,373,99,100,100,18473,651
10670,0,425,97,95,100,12571,419
3325,0,672,87,78,100,4736,213
2313,0,675,88,78,95,3231,145
6698,0,705,87,78,100,8655,221
8735,0,559,89,78,100,11260,330
6528,0,642,93,95,95,8288,251
5978,0,585,89,78,100,7762,249
2070,0,869,82,78,78,3107,158
6677,0,573,84,78,60,8868,344
6203,0,582,88,78,95,8191,215
7644,0,627,92,95,95,9503,279
2290,0,658,83,78,95,3353,164
2479,0,866,74,60,100,3629,194
6622,0,703,79,60,100,8003,248
4200,0,615,76,60,78,5634,217
6199,0,733,67,43,78,7644,210
7331,0,679,80,60,95,9099,256
4381,0,756,85,78,95,5652,153
801,0,660,81,78,95,1470,81
1637,0,712,73,60,95,2166,100
5581,0,649,73,60,95,6890,213
6012,0,862,71,78,78,7447,238
6526,0,777,70,60,78,8657,240
7828,0,678,76,60,100,9964,251
4608,0,715,83,78,95,6217,268
4123,0,779,89,95,95,5454,301
6782,0,659,93,95,100,8559,241
5046,0,732,90,95,95,6618,205
7083,0,761,87,95,78,9510,256
6998,0,639,90,100,95,9088,244
6744,0,585,89,95,100,9016,200
7051,0,630,88,100,95,8751,226
3198,0,714,84,100,95,4295,210
6721,1,633,92,95,95,8784,189
5983,0,632,93,100,95,6438,214
8758,0,585,94,100,95,10778,288
1795,0,781,87,95,95,2640,126
7481,0,707,91,95,95,10011,236
6337,0,655,86,78,78,8069,200
1927,0,768,86,78,95,2580,127
7316,0,814,81,78,60,9838,217
7559,0,655,93,95,100,9008,245
8044,0,696,89,95,100,9525,233
8572,0,686,88,100,100,10258,322
12071,0,432,98,100,100,15626,554
3919,0,689,93,100,95,5411,279
9078,0,620,95,100,95,9559,223
9419,0,767,93,100,100,11086,280
2729,0,723,91,95,95,4029,158
7083,0,774,87,95,78,9011,222
7324,0,483,96,95,95,8243,198
7430,0,734,86,95,78,8943,240
1110,0,250,85,95,100,1582,77
15211,0,253,99,95,100,20319,668
14342,0,359,98,95,100,18228,504
16155,0,316,98,95,100,19969,483
12139,0,381,95,100,100,16030,412
15966,0,330,94,100,100,20133,643
6463,0,716,84,100,95,8999,291
6486,1,547,97,100,100,8922,270
6458,0,608,95,100,95,8608,206
2415,0,899,83,78,95,3751,182
15163,1,413,93,78,100,19677,534
14863,1,281,94,78,100,18633,523
9057,0,465,91,95,78,12861,474
15513,2,298,100,100,100,19528,505
11878,0,421,98,100,100,15886,404
8889,1,506,96,100,100,11861,464
11783,0,506,97,100,100,14982,399
6551,1,473,98,100,100,8708,309
8631,1,479,97,100,100,10537,442
8820,0,310,99,100,100,10222,452
11804,2,387,99,100,100,15348,531
12079,1,434,98,100,100,15387,447
9620,0,479,96,100,100,12336,408
9278,0,346,96,100,100,12317,479
11056,0,549,90,100,95,14582,430
5869,0,330,90,100,100,7940,387
12763,0,371,99,100,100,16533,424
17151,0,377,99,100,100,19936,636
8987,0,496,96,100,100,11396,398
11062,0,391,95,100,100,13969,409
5189,0,447,92,100,100,7070,296
7796,0,454,98,100,100,9415,349
15699,0,322,98,95,100,19315,437
10279,0,352,98,95,100,13855,435
11332,1,330,98,95,100,14814,487
12471,0,519,92,95,100,15912,398
13721,0,346,92,95,100,17335,428
8680,0,405,87,100,100,11095,451
11512,3,423,98,100,100,13980,539
9705,0,218,100,100,100,12637,537
15422,0,272,99,100,100,18585,698
14421,5,257,100,100,100,17842,693
10941,0,357,98,100,100,13123,446
7610,1,462,94,100,100,9690,334
9700,1,407,99,100,100,11804,439
21010,16,353,100,100,100,25556,453
17124,0,318,100,100,100,21325,595
13530,0,445,97,100,100,17908,458
6582,0,482,89,100,100,8592,292
6506,0,434,98,100,100,8211,341
7296,0,488,97,100,100,9792,438
9935,0,418,99,100,100,12702,388
2359,0,531,95,100,95,3491,160
7503,0,470,97,100,100,10240,250
13884,3,433,97,95,100,17450,386
15037,2,401,97,95,100,18906,425
4320,0,344,93,78,100,6684,401
8990,0,252,98,95,100,11562,299
13477,0,330,74,25,100,18520,419
8118,0,615,84,60,100,11124,271
3508,0,595,85,60,100,4835,232
8436,0,501,91,78,100,10880,312
3868,0,595,89,78,100,5691,226
5077,0,420,88,60,100,7027,241
2526,0,444,78,43,100,3612,133
909,1,551,74,43,100,1320,66
6535,0,524,76,43,95,8752,187
8211,0,679,79,60,78,10809,248
5370,1,542,80,60,78,6879,197
10688,0,350,93,78,100,14200,334
8490,0,577,94,95,95,11759,228
2596,1,540,93,95,100,3696,188
10559,0,485,97,100,100,14139,402
7976,0,335,98,100,100,10596,232
3760,0,601,92,95,95,5095,141
7492,0,456,92,78,100,9838,196
6429,0,594,89,78,95,8854,195
7363,0,468,92,78,100,10109,232
16996,0,448,95,95,95,22541,445
8734,0,438,94,95,100,11273,299
8882,0,584,88,95,95,11536,318
5344,0,398,90,100,100,7336,340
5321,0,466,97,100,100,6955,386
15673,0,500,97,100,100,21241,383
2526,0,406,98,100,100,3333,176
6973,0,378,97,95,100,9071,246
13134,0,289,99,95,100,17177,260
11487,0,436,96,95,100,15450,371
9036,0,392,94,95,95,12162,274
13714,0,413,91,95,100,18324,337
9756,0,465,88,95,100,13381,299
5753,0,526,82,100,95,7673,242
10690,0,372,99,100,100,14209,322
10751,0,326,99,100,100,14709,401
15486,0,406,95,100,100,20585,443
10917,0,423,93,100,100,14652,412
10346,0,491,88,100,100,14201,354
11243,0,382,78,100,100,15548,466
9454,0,411,75,100,95,12478,283
6717,1,542,96,100,100,9138,214
8951,1,495,97,100,100,11969,255
8245,0,416,98,100,100,10930,215
7975,0,570,92,100,95,10384,196
3490,0,588,86,95,78,5248,171
9910,2,325,98,95,100,12782,534
7724,2,524,95,95,100,10529,430
9505,1,337,94,78,100,12160,498
15568,5,452,97,95,100,19518,497
10839,0,265,98,95,100,14603,709
10886,8,335,98,95,100,13112,555
12498,0,473,98,100,100,16418,468
13413,12,419,98,100,95,14973,346
11826,3,418,98,100,100,15054,505
10815,5,529,74,100,95,13495,404
13513,4,325,75,100,100,17239,434
13554,2,306,75,100,100,17622,427
12035,4,288,75,100,100,15366,601
4596,0,459,82,100,95,6129,335
9204,4,397,99,100,100,11908,528
8433,2,359,98,95,100,11300,501
12933,8,438,97,95,100,16417,471
11878,2,429,97,95,95,14701,489
18497,20,320,97,95,95,21926,485
16547,5,342,95,95,100,20666,526
4184,0,419,92,95,100,6357,403
11635,2,331,94,78,100,14975,510
15622,2,505,91,78,95,20346,469
15176,3,451,92,78,100,18916,476
8290,0,410,90,78,100,11075,480
12054,0,288,99,95,100,15340,486
12429,5,411,99,100,100,16508,482
12039,5,438,97,100,100,15253,384
11654,13,419,95,100,100,13873,493
12298,3,416,92,100,100,15576,415
12303,9,360,91,100,100,14501,438
13266,5,293,79,100,100,16268,585
9074,0,375,76,100,100,11738,239
13036,8,431,73,100,95,16293,415
14993,3,312,75,100,100,17542,573
15641,3,456,73,100,100,19647,493
13220,8,258,75,100,100,15599,630
15121,7,253,75,100,100,18474,717
8386,11,301,84,100,100,10116,364
2377,0,555,93,100,78,3663,172
12816,8,414,98,100,100,15540,486
8451,8,481,96,100,95,10319,334
8391,7,389,99,100,100,10755,345
10807,3,542,96,100,100,13882,320
9146,3,441,98,100,95,12065,516
8242,2,349,99,100,100,10755,484
9891,7,546,94,95,95,12195,316
15973,8,366,97,95,95,20230,423
10289,5,468,96,95,100,13124,437
11030,3,467,97,95,100,13585,376
9004,5,399,98,95,100,10831,354
2465,0,475,96,95,100,4147,290
15143,9,473,98,100,100,18767,450
10238,7,390,98,95,100,12531,354
12672,9,438,97,95,100,15831,441
12186,2,520,94,95,95,15777,472
10523,5,401,95,95,100,12739,361
4665,1,489,96,95,95,5982,176
7825,4,406,93,78,100,9591,299
10709,2,399,97,95,95,14044,359
21247,13,384,98,95,100,26870,563
13302,1,480,95,95,95,17414,434
6923,0,480,88,78,95,9393,233
11840,6,415,93,78,95,15024,358
3185,0,462,92,78,100,4391,240
7629,3,445,93,78,100,9620,310
11878,3,500,91,78,100,16027,425
7467,13,508,91,78,95,10506,339
6091,12,533,90,78,100,9018,292
6194,4,435,93,78,100,9310,231
7241,2,521,91,78,100,10407,506
7400,0,328,89,60,100,10316,546
7919,0,470,87,78,100,11313,599
3396,0,523,81,78,95,5687,360
12172,0,571,82,78,100,15576,534
4645,0,683,71,60,95,6985,314
10700,2,440,94,95,100,14121,384
4925,0,676,87,95,78,6825,283
9423,0,378,94,95,100,12110,457
10396,0,505,93,95,100,12320,550
7169,0,542,91,95,100,10486,496
7251,0,264,92,100,100,11287,584
7190,0,475,86,95,100,10622,522
6915,0,503,80,95,100,10141,579
8777,1,449,83,100,100,11216,548
13115,0,388,90,100,100,16874,593
10081,0,473,88,100,100,13489,562
6638,0,577,83,100,100,9120,462
2595,0,715,76,95,60,4267,270
8782,0,314,91,95,100,11735,461
16704,0,381,96,95,100,19197,737
6735,0,616,90,95,95,10323,460
11191,0,449,96,95,100,14975,533
9467,0,449,96,95,100,12890,449
8876,0,333,99,100,100,11741,487
5599,0,466,90,100,100,7679,259
4365,1,331,76,60,95,5476,244
8270,0,510,67,25,100,11277,329
11445,0,498,80,43,100,15079,521
6914,0,707,77,43,95,9964,251
4308,0,581,80,43,100,6002,320
10649,2,376,88,60,95,13690,402
9698,1,421,93,78,100,13723,445
